X;Y
12,3570657;30,4406669
-9,4637378;15,9840459
-11,1833310;18,6105515
-8,7913535;15,1926736
-9,3700205;15,9118669
29,8849090;9,7103355
-8,9473668;14,3561766
12,0307677;32,4081232
29,1121295;8,1609052
13,3934916;31,1478376
-7,6293340;16,6802269
13,0247321;32,0281974
-8,7340648;17,9292079
-8,3852168;19,7879867
31,1955138;11,1291877
12,6626459;31,7715686
-9,1826016;15,6527748
31,9986696;10,4077630
-8,9362994;17,3204069
12,5426840;29,2978675
-11,0913724;16,0264336
-8,5381084;15,6860939
29,4018007;8,9102100
31,3663011;10,5647426
12,6478644;31,2225305
-12,1749782;17,6925972
-9,3457998;16,3640296
-7,7810169;16,9203623
31,6982836;10,5893635
11,7325971;30,9963487
-8,6912643;19,3484872
13,5355551;29,8842731
28,0463379;10,0029868
11,6264119;31,0915103
31,2631737;11,3496087
11,0430746;31,1877759
13,2672861;30,0808432
-9,5143757;17,3813718
-6,6228774;16,6093985
12,8220494;29,3450603
-9,8531621;15,7604590
-9,1793852;16,9233903
29,7272080;9,7162109
12,2103714;29,8189100
30,6741645;9,2729182
12,6395794;30,6460495
-8,0828808;16,0480134
-10,6522407;15,6636483
31,1798001;11,3600396
8,9788634;30,4587887
-9,2715228;16,2408957
11,5190006;30,8275377
33,1528202;10,2860589
30,3566058;11,1679644
-10,9702897;15,9152007
-10,0847218;18,3374393
-9,8870579;15,0192708
-8,2304151;16,5829946
11,0426755;31,4057664
31,9607293;11,3979747
-10,9829062;15,8811464
-9,6008753;16,0244366
30,5562984;11,1212188
-9,4712502;15,3876227
-11,4430523;17,4351532
-9,3611842;15,1030019
-9,9746808;15,0643770
-7,8923774;16,0579927
12,4052347;30,1974823
-10,9792833;15,4643998
31,0746068;11,9589915
11,0159702;31,4200743
-11,4242441;16,1479940
-10,5638190;14,9154870
12,9843976;31,5739835
-7,4906685;16,9289090
-10,0747867;19,2593512
-10,3170951;17,8947877
-10,7102567;15,5121914
13,1686979;32,9842790
-11,2810123;16,1206640
12,5278140;30,9084203
11,1335625;30,2849011
13,6416144;30,3820568
-9,4655646;17,8356754
13,9850526;31,8300457
-11,2005981;17,8223066
31,5026495;8,6311745
29,6922986;9,1844766
-10,9477561;14,9512014
-10,1231312;17,6735065
30,2852793;9,9282294
30,1614969;10,0706035
-9,4375548;17,5319594
31,7640206;9,8185962
10,8472903;32,4503261
10,3628172;31,2615345
29,0827222;9,8367331
-9,2733837;16,0748068
-9,8377790;16,4944173
12,0019882;31,8412641
12,3273626;30,7073565
30,2740704;9,7464560
-11,5509652;16,5797100
13,5716682;30,8473483
30,8563581;7,9376931
30,4953144;10,4943993
-10,8242385;18,5377427
-10,5642234;17,8726881
-8,9126067;16,1454214
-9,2742797;17,3499468
-10,3890251;14,3469846
-10,2373984;18,1860783
-10,1776700;16,1623235
-12,7067755;13,9420570
-10,3148763;16,8176233
-9,9096261;16,4303042
30,6685542;9,2639536
12,2288661;30,2194880
31,0208004;8,7954657
-10,6804900;15,8572049
11,5585320;32,1026961
-11,1787975;14,8575565
-8,6394292;18,3538887
11,6115787;31,3130033
41,7866849;-2,1360435
12,6632529;31,1991518
-7,8637519;15,9070136
28,9651649;11,1775275
-10,5439186;15,7151351
12,5884406;30,1160709
-10,3869590;15,0699561
-9,5229426;18,0681352
29,2618124;10,7696802
28,3443853;8,3507396
-8,4698789;14,9870730
-10,3863377;16,5815725
30,5557692;8,7691495
-11,1724845;17,0259474
11,5012075;30,1561906
12,0243240;29,4674955
-7,9639299;19,2238297
-8,6968845;18,5576958
-7,9532882;17,1438763
29,8524840;9,3947153
11,4959127;32,5556766
-8,5602294;15,5353455
-9,7031675;15,2391661
12,4370099;29,6567486
29,3167379;8,3943747
11,9888759;29,5705754
30,6531036;10,3356745
12,1828344;31,1870630
-11,1011991;16,0467764
12,7784566;30,3280735
13,0238324;29,7037157
11,3626840;31,8257083
-8,9064817;17,4661088
14,7382208;30,7664930
30,5938724;9,4679941
13,2897882;29,6095151
9,6865408;30,5766614
12,7215696;30,5424039
12,2451800;32,2343418
11,7910576;32,2547403
-11,1337364;15,6604298
-9,7061220;15,1079899
14,6514797;31,5724537
13,1539502;31,0885638
31,4366311;10,3008901
-11,5210160;15,9174115
31,8789838;10,0852718
12,8317900;30,4823032
29,6895655;10,2326952
-7,7890365;14,9659064
-10,9685657;17,2580779
-10,9403461;17,7469696
-9,2368294;17,6424441
11,5107525;32,0959475
11,2397250;31,3241995
9,9043747;32,3021838
-9,0727447;18,3007415
11,8157538;29,1934371
-8,9623250;17,0282386
-11,2250900;15,6937537
11,3304675;31,3968281
-9,7922994;17,8737835
30,9042072;11,3506786
29,8418134;10,0688670
11,6986692;31,7470537
30,8274279;10,7282371
32,1473098;11,1355788
12,8082071;29,7426893
-9,1989975;15,5725480
-9,4840646;17,6131389
13,8889019;30,2798500
11,8754153;31,1476315
