X;Y
16,7392965;3,4527178
6,9877179;13,8415995
17,0378240;5,4154453
8,7490550;13,3689318
17,2201810;4,3048931
18,5968780;5,7308496
6,9685668;13,0588928
18,3916261;2,9323148
6,5501687;13,3062038
17,3559275;3,0053435
17,9749500;3,2368040
17,7189100;4,3380679
18,7683271;5,2522253
19,5099607;3,8588186
19,2423014;4,9569257
8,6936761;15,5245845
16,6540980;2,7843314
6,2992509;13,0787451
18,0743650;3,9263119
17,7709557;4,7797227
19,5965907;5,6870763
8,6892732;13,6900756
17,8182609;3,7003945
18,2770370;5,4747186
19,7049034;5,4626870
19,0457553;6,3989384
18,3680384;3,8102448
19,3010478;4,9501556
18,5520999;2,9982532
19,0740241;5,8303464
7,8092771;12,2787142
6,9734630;14,2493678
7,7324778;15,1073472
5,7616363;15,2583667
8,1731334;14,8578464
7,2785611;14,1155272
7,2839606;15,4087779
7,5220418;14,8487368
7,4702635;12,2067518
20,4354107;3,8300419
18,1112446;3,0974734
17,8381905;6,0611128
7,0961078;14,2805316
5,0166431;13,7216790
8,9652507;14,7967287
8,9844792;16,2447502
20,0416414;3,3707194
18,8082438;7,1820300
8,0942131;13,4727468
5,3161446;11,7300124
7,3396858;14,5516714
19,4667019;4,3644418
6,3514139;15,2627429
7,7081063;14,4528512
8,0901616;13,4339402
20,0451336;6,2483522
6,6954902;14,6661707
8,2706336;14,3995850
18,7003439;4,4925359
9,2113773;14,9563060
17,4148583;4,6508373
8,5541105;15,5966046
6,6733078;15,1291108
20,0592962;6,4313342
17,5314257;3,9287302
19,1101998;4,8264090
17,6784658;3,0268715
7,6724305;12,3584943
9,2462251;15,4423692
17,1048005;4,5782656
7,8356922;14,9043476
6,7840404;16,0937147
16,8644081;1,6696904
19,6180490;4,2819325
7,2476068;14,8895308
9,5262463;15,2520926
19,3373581;4,5829160
18,3729591;4,0073459
18,3561017;6,3430260
4,7038696;12,8149910
18,2268362;4,3426941
17,1360264;4,0223575
18,1579561;3,5135079
18,5579037;5,7749051
17,3998053;4,2308583
18,1816529;6,3685600
17,5651143;3,3690620
19,5045700;5,1196787
17,9719316;5,0867131
17,4213831;3,1731252
7,8243839;15,1321277
5,5440392;15,2692894
17,5945955;2,5595181
8,8527674;14,0674503
6,4186329;14,5377336
6,4010057;14,7000045
17,5596507;3,2100265
17,4376706;2,6073015
8,6910474;14,2663771
7,3640307;15,3712167
18,2108865;3,8792886
5,6034842;14,9424831
8,4801099;13,7522466
7,9824249;13,8983531
7,2469599;14,2893328
18,4669211;3,1914720
20,3114774;5,9106100
17,9919344;3,6484096
19,2113716;5,1215145
18,9068480;4,0794929
17,5320985;2,8630676
7,8566300;13,1151394
16,6423886;3,3073397
7,6555791;14,3557963
19,3056108;4,6207311
18,7403367;5,9549944
7,7708951;15,5204871
6,9839225;14,3099778
17,9516701;5,2962962
17,8194659;3,9116577
7,5134634;14,1723145
18,6433295;4,5581361
19,7336619;5,8777237
18,9210130;3,3547915
8,6229401;15,4685191
19,9171873;6,1511357
17,0050505;2,6096769
19,1078751;2,7234352
18,9499031;6,2474270
6,9151888;15,3343987
7,0620496;14,7219313
19,2518892;5,7182035
17,9829866;2,9349095
17,6993037;3,6574760
18,6735729;4,4140658
7,3569031;14,5614953
20,0429196;5,6472449
19,1888603;4,4825020
19,0010718;4,9631057
17,1877515;3,1637163
19,8508040;5,6444609
18,0120353;2,5394043
6,7997172;14,2615813
6,3990142;14,8923652
16,3682122;2,7472697
7,8690825;14,4481955
17,1215843;3,1633267
18,7022890;5,6718214
18,3491040;4,5138392
4,4025125;12,1979722
6,6819066;14,6815294
9,1060925;14,6695935
17,1253332;3,1306448
6,9083507;13,2543177
18,3552526;4,1631766
20,9193359;6,3285853
19,6367393;4,3941972
7,6296825;15,9463413
8,7984207;14,7589043
7,6804941;12,0323144
21,3301316;6,0231046
7,9096962;13,5645922
18,6679456;4,3014804
20,9012989;6,0831704
4,7670397;13,3808090
20,0454593;5,3032783
17,5650046;3,3582002
6,9689689;14,7028033
6,0455987;13,6075899
6,0436994;14,7955479
5,9636357;13,1406595
8,9068191;14,7721833
18,0560673;7,1276910
6,2274319;14,5090397
6,8388919;11,9361350
20,0965481;4,9783086
9,2447033;14,7089303
19,7746284;4,3192945
6,9991020;15,2376065
16,2448470;2,6466871
17,6375031;3,0467242
5,3550316;12,4053927
9,9615873;16,1488411
5,9241278;13,7161003
17,7848406;4,2665934
20,1492511;5,8403437
19,5914454;5,4811823
7,1390110;14,0697222
7,4313643;13,4370213
7,0795874;12,6567008
19,3783995;5,2914070
18,7046456;5,1862685
17,7708032;5,7110089
6,7606840;13,3283686
20,0548340;5,9771552
6,1849040;13,5120618
6,4550123;13,9809955
18,4834650;4,7058193
5,1584006;13,6852250
19,2249021;5,7861374
7,4551557;15,0405077
20,5248670;5,3950816
17,4164907;2,7695247
9,0957586;16,0306758
20,2512188;6,1378027
6,0785702;12,8765912
17,9003931;4,6348991
18,4586415;6,9762900
16,5244000;4,4718517
7,7194787;15,5750311
6,7499462;14,0113698
17,3784064;3,5127626
17,8827157;1,8902066
17,5673349;4,5095640
18,5292464;3,7672375
18,0699458;3,0863525
18,7321625;4,8892352
7,7905400;15,1836097
7,8034724;13,3177188
5,3081623;14,0619114
19,3652537;5,0172675
19,6925793;5,3015539
17,0902905;5,2372362
18,1428839;3,1072557
16,7789630;2,7268279
6,5153328;16,0346516
20,2079338;5,3254103
7,8506468;14,1066243
9,6903462;15,1705399
6,6322809;13,5119267
17,6658063;4,1528661
8,0744837;13,5340456
18,3147742;5,1168154
8,0425750;15,1792773
19,1472798;5,6757265
18,3511464;4,3257383
6,7913206;14,4383965
7,3848448;14,8952633
7,9435125;14,7689616
5,1565348;14,4999024
19,1310684;5,6075283
6,2607642;15,1514834
19,1473973;5,3490129
6,6870062;15,2692975
7,9075786;13,9445484
4,2685378;13,3552463
19,9143631;5,5682462
6,6178945;14,5952431
6,6327754;14,2302494
8,7001653;14,6514730
7,7613184;15,3382503
19,4334187;6,3577262
7,7766322;12,7463163
6,7763956;14,7007857
20,4700227;5,9187156
18,0312658;4,9928462
6,8611480;13,3311229
5,8881642;13,9433760
16,8962167;3,2899295
17,1303382;6,2416593
7,2731981;14,7443558
17,0194115;3,4057936
5,2917591;13,0537647
5,9137031;12,5422635
6,3922030;13,8904018
7,5337797;13,9801335
7,6482731;16,1676981
17,3955841;3,5049562
19,5674697;4,5036715
20,8152307;5,2148135
20,6086226;4,7021323
6,8230225;16,4261498
7,0719428;14,4200506
7,1679118;15,3105993
19,1509088;5,5009357
6,2716546;14,2011255
19,0927599;4,9450555
19,2126840;4,4557247
6,8367823;13,8730238
9,1699560;16,0062738
19,1765501;5,3486587
18,4556712;4,2313551
5,2210370;14,7429395
6,6213700;14,4555328
19,8488457;3,6999383
6,4519937;13,4487089
5,8037050;13,1528553
17,5446086;3,3103234
6,9649495;16,5161761
